Province_State,Country_Region,Confirmed,Deaths,Latitude,Longitude
Michigan,US,1630.0,13.0,43.64064262,-85.32463223
Michigan,US,1613.0,21.0,45.58038692,-87.55370409
Michigan,US,18442.0,-8.0,,
Michigan,US,3885.0,37.0,43.64330771,-84.38804374
Michigan,US,464.0,8.0,44.33772443,-85.09256478
Michigan,US,7160.0,119.0,41.92734151,-83.53749864
Michigan,US,2002.0,12.0,43.31082541,-85.15252824
Michigan,US,-399.0,-2.0,45.0275929,-84.12696227
Michigan,US,8878.0,231.0,43.29123859,-86.15176712
Michigan,US,2237.0,33.0,43.554374,-85.80070107
Michigan,US,60558.0,1620.0,42.66090111,-83.38595416
Michigan,US,-1317.0,-72.0,43.64124435,-86.26726673
Michigan,US,-30436.0,-2859.0,44.33481032,-84.12725175
Michigan,US,201.0,12.0,46.665226200000006,-89.31390481
Michigan,US,790.0,17.0,43.98992088,-85.32566756
Michigan,US,-4474.0,-106.0,44.68192279,-84.12939244
Michigan,US,815.0,20.0,45.02085831,-84.59898295
Michigan,US,18154.0,271.0,42.95996803,-85.9969107
Michigan,US,2081.0,7.0,,
Michigan,US,495.0,9.0,45.34018577,-83.91498656
Michigan,US,-315.0,22.0,44.33473082,-84.61067651
Michigan,US,12205.0,381.0,43.33433923,-84.05131209999998
Michigan,US,1304.0,56.0,43.42406072,-82.82055898
Michigan,US,-899.0,0.0,46.19235734,-86.19972234
Michigan,US,2849.0,55.0,42.95392800000001,-84.14585902
Michigan,US,6890.0,157.0,42.92655373,-82.67937954
Michigan,US,3265.0,49.0,41.91441767,-85.52797979
Michigan,US,1744.0,49.0,43.46606813,-83.41897025
Michigan,US,-2.0,0.0,,
Michigan,US,4038.0,78.0,42.25190229,-86.01939087
Michigan,US,13498.0,193.0,42.253105,-83.83853204
Michigan,US,84629.0,3608.0,42.28098405,-83.281255
Michigan,US,-4983.0,-93.0,44.33853602,-85.57712739
Minnesota,US,867.0,32.0,46.60962049,-93.4116826
Minnesota,US,28802.0,322.0,45.27476015,-93.24604565
Minnesota,US,2565.0,36.0,46.93479392,-95.67158144
Minnesota,US,2785.0,41.0,47.97373527,-94.93732139
Minnesota,US,3485.0,77.0,45.69804958,-93.99514135
Minnesota,US,173.0,-6.0,45.42712824,-96.41403739
Minnesota,US,4985.0,24.0,44.03554215,-94.06699781
Minnesota,US,-21198.0,-849.0,44.24205652,-94.72562874
Minnesota,US,2518.0,37.0,46.59180601,-92.67601019
Minnesota,US,6403.0,33.0,44.82017001,-93.8009918
Minnesota,US,1751.0,20.0,46.95043611,-94.32603968
Minnesota,US,1074.0,17.0,45.02343421,-95.56403693
Minnesota,US,4053.0,26.0,45.5021011,-92.90861945
Minnesota,US,6098.0,73.0,46.89289518,-96.48761922
Minnesota,US,-163.0,13.0,47.57992111,-95.37790562
Minnesota,US,97.0,0.0,47.90504893,-90.52629546
Minnesota,US,1133.0,12.0,44.00715262,-95.18138802
Minnesota,US,4492.0,64.0,46.48096553,-94.06755609
Minnesota,US,30246.0,277.0,44.67172617,-93.06299363
Minnesota,US,1165.0,4.0,44.02238415,-92.86244324
Minnesota,US,3097.0,57.0,45.93348491,-95.45335469
Minnesota,US,841.0,11.0,43.67381499,-93.94787458
Minnesota,US,572.0,-2.0,43.67394126,-92.08980382
Minnesota,US,1955.0,17.0,43.67385583,-93.34884422
Minnesota,US,3022.0,42.0,44.40849741,-92.7234195
Minnesota,US,154.0,1.0,45.93424769,-96.01139609
Minnesota,US,85906.0,1381.0,45.00761521,-93.47694895
Minnesota,US,1075.0,10.0,43.67129565,-91.49143057
Minnesota,US,1295.0,34.0,47.10778564,-94.91693868
Minnesota,US,2517.0,30.0,45.56181234,-93.29487636
Minnesota,US,1507.0,36.0,47.51009045,-93.63092229
Minnesota,US,647.0,6.0,43.67423373,-95.15398258
Minnesota,US,482.0,3.0,45.9459309,-93.29275192
Minnesota,US,3510.0,52.0,45.1526059,-95.00586446
Minnesota,US,295.0,18.0,48.77754106,-96.78317184
Minnesota,US,-1499.0,-15.0,48.24539665,-93.78352843
Minnesota,US,304.0,10.0,44.9973857,-96.17488219
Minnesota,US,456.0,14.0,47.64270764,-91.44557998
Minnesota,US,-5.0,1.0,48.77217001,-94.90274472
Minnesota,US,1763.0,6.0,44.37136597,-93.72844721
Minnesota,US,250.0,-3.0,44.41311883,-96.26688165
Minnesota,US,2783.0,29.0,44.41327865,-95.83806103
Minnesota,US,-8847.0,-291.0,47.32557075,-95.80921485
Minnesota,US,646.0,12.0,48.35825983,-96.37017407
Minnesota,US,1504.0,25.0,43.67429718,-94.55099908
Minnesota,US,2989.0,33.0,44.82367677,-94.27287017
Minnesota,US,680.0,24.0,45.12328869,-94.52839455
Minnesota,US,1921.0,43.0,45.93705297,-93.63236823
Minnesota,US,2840.0,43.0,46.01265363,-94.27341528
Minnesota,US,1300.0,-7.0,43.67142874,-92.75234549
Minnesota,US,-165.0,-8.0,44.02216709,-95.76328482
Minnesota,US,1933.0,29.0,44.35291112,-94.24710352
Minnesota,US,2628.0,23.0,43.67434621,-95.75329576
Minnesota,US,-2875.0,-14.0,47.32628443,-96.45620947
Minnesota,US,8873.0,59.0,44.00374114,-92.40209944
Minnesota,US,4164.0,50.0,46.40846929,-95.70835255
Minnesota,US,840.0,13.0,48.06642577,-96.0370814
Minnesota,US,2021.0,10.0,46.12105238,-92.74070188
Minnesota,US,854.0,21.0,44.02301619,-96.25841142
Minnesota,US,3034.0,0.0,47.77372465,-96.40134647
Minnesota,US,566.0,4.0,45.58606667,-95.44451209
Minnesota,US,37062.0,688.0,45.01625271,-93.09872295
Minnesota,US,39.0,1.0,47.87197525,-96.09561104
Minnesota,US,-1695.0,-28.0,44.40555844,-95.25207021
Minnesota,US,846.0,35.0,44.72836381,-94.94553734
Minnesota,US,5465.0,52.0,44.3543376,-93.29658715
Minnesota,US,544.0,-7.0,43.67482683,-96.25296832
Minnesota,US,337.0,8.0,48.77501878,-95.81079919
Minnesota,US,10926.0,80.0,44.6490231,-93.53340251
Minnesota,US,6863.0,25.0,45.44447208,-93.77617511
Minnesota,US,380.0,-1.0,44.5796592,-94.23164924
Minnesota,US,12260.0,198.0,47.6048407,-92.46879855
Minnesota,US,16361.0,147.0,45.55192576,-94.61078221
Minnesota,US,2318.0,8.0,44.02240351,-93.22627088
Minnesota,US,-841.0,-45.0,45.58613007,-96.00163705
Minnesota,US,314.0,6.0,45.2829032,-95.68264092
Minnesota,US,1934.0,15.0,46.06996226,-94.89785296
Minnesota,US,-382.0,-20.0,45.77298854,-96.47062949
Minnesota,US,286.0,55.0,,
Minnesota,US,1060.0,-14.0,44.28424356,-92.23121312
Minnesota,US,655.0,-18.0,46.58589171,-94.96968506
Minnesota,US,1274.0,-3.0,44.02211116,-93.58720034
Minnesota,US,17480.0,171.0,45.03864533,-92.88429635
Minnesota,US,-76.0,-24.0,43.97823903,-94.61413846
Minnesota,US,-131.0,-10.0,46.35721532,-96.4684375
Minnesota,US,-1106.0,-2.0,43.98772283,-91.78081305
Minnesota,US,8694.0,25.0,45.17297924,-93.96234781
Minnesota,US,704.0,11.0,44.71710183,-95.86842453
Mississippi,US,1114.0,45.0,31.47669768,-91.35326037
Mississippi,US,1912.0,26.0,34.88084463,-88.57996173
Mississippi,US,-93.0,-9.0,31.17467303,-90.80501621
Mississippi,US,1227.0,31.0,33.08658803,-89.57838564
Mississippi,US,-2661.0,-36.0,34.81681228,-89.18945516
Mississippi,US,-3129.0,-45.0,33.79696941,-90.87372121
Mississippi,US,130.0,-37.0,33.93683395,-89.33686647
Mississippi,US,594.0,3.0,33.44834567,-89.91994479
Mississippi,US,1496.0,34.0,33.91983202,-88.9481545
Mississippi,US,-63.0,-7.0,33.34598242,-89.24809382
Mississippi,US,-2344.0,-40.0,31.97061673,-90.90702196
Mississippi,US,718.0,45.0,32.04158545,-88.68896219999998
Mississippi,US,1108.0,21.0,33.65358105,-88.77784255
Mississippi,US,1650.0,43.0,34.22772299,-90.60415045
Mississippi,US,13.0,-28.0,31.86977774,-90.44565118
Mississippi,US,1570.0,52.0,31.63225413,-89.55389939
Mississippi,US,13244.0,103.0,34.87625235,-89.99091418
Mississippi,US,3792.0,71.0,31.18961454,-89.25832496
Mississippi,US,-1196.0,-99.0,31.47786634,-90.89672989
Mississippi,US,1328.0,25.0,30.86259065,-88.64436789
Mississippi,US,105.0,-6.0,31.21444233,-88.63922281
Mississippi,US,-249.0,4.0,33.77036166,-89.80245083
Mississippi,US,789.0,-20.0,30.41830223,-89.48851033
Mississippi,US,9706.0,106.0,30.51359752,-89.12467576
Mississippi,US,12672.0,210.0,32.2656285,-90.44435448
Mississippi,US,-1402.0,-18.0,33.12345854,-90.08923538
Mississippi,US,-57.0,-4.0,33.12825718,-90.52252707
Mississippi,US,-804.0,-9.0,32.72531359,-90.97392828
Mississippi,US,1233.0,-8.0,34.27993475,-88.3606733
Mississippi,US,8359.0,141.0,30.54020656,-88.64184064
Mississippi,US,0.0,-75.0,32.01922104,-89.11786866
Mississippi,US,-206.0,-3.0,31.73397872,-91.03764977
Mississippi,US,242.0,10.0,31.56884708,-89.82670990000003
Mississippi,US,3777.0,51.0,31.62257767,-89.16896899999998
Mississippi,US,-640.0,-4.0,32.75462946,-88.64105766
Mississippi,US,3498.0,35.0,34.35687874,-89.48490961
Mississippi,US,3812.0,51.0,31.20572971,-89.5077704
Mississippi,US,3804.0,126.0,32.40419769,-88.66229662
Mississippi,US,-153.0,3.0,31.55147224,-90.10841127
Mississippi,US,1410.0,37.0,32.7536828,-89.52402044
Mississippi,US,7341.0,114.0,34.291877500000005,-88.68149954
Mississippi,US,-208.0,38.0,33.55545125,-90.29900733
Mississippi,US,1452.0,57.0,31.53288662,-90.45391915
Mississippi,US,4143.0,84.0,33.47386518,-88.44191529999998
Mississippi,US,6256.0,97.0,32.63389156,-90.03513564
Mississippi,US,1283.0,50.0,31.23132643,-89.8209217
Mississippi,US,2594.0,53.0,34.76216286,-89.50299462
Mississippi,US,1741.0,50.0,33.89236763,-88.4808438
Mississippi,US,348.0,18.0,33.49419589,-89.61729103
Mississippi,US,2147.0,109.0,32.75339664,-89.11726492
Mississippi,US,1064.0,18.0,32.40021118,-89.11843336
Mississippi,US,371.0,-9.0,33.11009499,-88.56949061
Mississippi,US,2958.0,62.0,33.42491685,-88.87905132
Mississippi,US,3202.0,70.0,34.36398677,-89.95064249
Mississippi,US,1694.0,58.0,30.77090935,-89.58677275
Mississippi,US,314.0,6.0,31.17161885,-88.99281835
Mississippi,US,896.0,25.0,31.17507789,-90.40392572
Mississippi,US,1164.0,-20.0,34.226046000000004,-89.03636807
Mississippi,US,1252.0,21.0,34.61810501,-88.51986294
Mississippi,US,294.0,-6.0,34.25157572,-90.28908
Mississippi,US,8516.0,148.0,32.26469147,-89.94537876
Mississippi,US,1435.0,21.0,32.406704100000006,-89.53789439
Mississippi,US,13.0,4.0,32.88149103,-90.8159538
Mississippi,US,1084.0,42.0,31.91282117,-89.91716179
Mississippi,US,790.0,20.0,32.01744532,-89.50644846
Mississippi,US,1048.0,17.0,30.79187949,-89.11547539
Mississippi,US,2379.0,61.0,33.60192578,-90.58882684
Mississippi,US,960.0,31.0,33.95339918,-90.1729398
Mississippi,US,2033.0,51.0,34.65133709,-89.94485778
Mississippi,US,1888.0,40.0,34.76872156,-88.90988194
Mississippi,US,1506.0,52.0,34.74023475,-88.23917219
Mississippi,US,603.0,18.0,34.64967704,-90.37481167
Mississippi,US,-130.0,-1.0,,
Mississippi,US,95.0,36.0,34.49162015,-89.00776006
Mississippi,US,-300.0,24.0,31.14971548,-90.10446654
Mississippi,US,2364.0,75.0,32.35810271,-90.83352619
Mississippi,US,4217.0,115.0,33.28392041,-90.94196237
Mississippi,US,1333.0,25.0,31.64135687,-88.69573913
Mississippi,US,224.0,10.0,33.61300486,-89.28392912
Mississippi,US,-443.0,15.0,31.16078225,-91.31018819
Mississippi,US,1722.0,50.0,33.08747908,-89.03391385
Mississippi,US,958.0,31.0,34.02824175,-89.70762049999998
Mississippi,US,1034.0,39.0,32.77890365,-90.39656148
Missouri,US,1543.0,4.0,40.19058551,-92.60078167
Missouri,US,1062.0,14.0,39.98492163,-94.80163024
Missouri,US,-433.0,4.0,40.43238737,-95.42970639
Missouri,US,1750.0,32.0,39.215877,-91.84242683
Missouri,US,378.0,5.0,36.70978521,-93.82919888
Missouri,US,635.0,8.0,37.50207671,-94.34757022
Missouri,US,-29.0,8.0,38.25271289,-94.34113157
Missouri,US,950.0,15.0,38.29503305,-93.28756116
Missouri,US,763.0,11.0,37.32449052,-90.02725304
Missouri,US,13326.0,44.0,38.99186229,-92.30723575
Missouri,US,5906.0,95.0,39.65816401,-94.80138942
Missouri,US,2779.0,15.0,36.71462476,-90.40421163
Missouri,US,478.0,4.0,39.65620858,-93.98308093
Missouri,US,3739.0,20.0,38.83674754,-91.92186505
Missouri,US,3031.0,61.0,38.02199522,-92.76083747
Missouri,US,5938.0,95.0,37.38489388,-89.6843587
Missouri,US,-390.0,-4.0,39.42762566,-93.50626255
Missouri,US,280.0,3.0,36.94160441,-90.96051322
Missouri,US,5459.0,45.0,38.64789422,-94.353399
Missouri,US,-2732.0,-2.0,37.72391475,-93.85445441
Missouri,US,280.0,2.0,39.51499357,-92.9629191
Missouri,US,5377.0,48.0,36.9711783,-93.18537118
Missouri,US,255.0,1.0,40.41040752,-91.73661677
Missouri,US,6207.0,98.0,39.31132056,-94.41850862
Missouri,US,1184.0,56.0,39.6013098,-94.40465394
Missouri,US,7480.0,86.0,38.50455671,-92.27860244
Missouri,US,1219.0,17.0,38.844478,-92.80896081
Missouri,US,1656.0,19.0,37.97663738,-91.30528104
Missouri,US,-5238.0,-69.0,37.431814,-93.8503345
Missouri,US,-1678.0,-17.0,37.6811355,-93.02127031
Missouri,US,-2302.0,-31.0,39.96145298,-93.98519678
Missouri,US,183.0,16.0,39.89201062,-94.40476508
Missouri,US,-8615.0,-63.0,37.60663134,-91.50790473
Missouri,US,579.0,19.0,36.9325593,-92.49905109
Missouri,US,1782.0,14.0,36.27167174,-90.09122243
Missouri,US,6311.0,111.0,38.41127108,-91.07522826
Missouri,US,319.0,27.0,38.43947277,-91.50847147
Missouri,US,544.0,14.0,40.21097916,-94.40944419
Missouri,US,18151.0,277.0,37.2575872,-93.34230916
Missouri,US,630.0,22.0,40.11406587,-93.56509276
Missouri,US,559.0,9.0,40.35570088,-93.99222144
Missouri,US,1352.0,22.0,38.38482826,-93.79293734
Missouri,US,278.0,9.0,37.94163617,-93.3203037
Missouri,US,278.0,9.0,40.09799248,-95.2163888
Missouri,US,134.0,-1.0,39.1435761,-92.69756691
Missouri,US,1321.0,27.0,36.77383887,-91.88683935
Missouri,US,388.0,1.0,37.55487945,-90.7735296
Missouri,US,23173.0,242.0,39.01002188,-94.34724536
Missouri,US,9759.0,158.0,37.20351921,-94.34050458
Missouri,US,14906.0,131.0,38.25926778,-90.53870896
Missouri,US,3144.0,29.0,38.74719601,-93.80691168
Missouri,US,29983.0,351.0,39.0997,-94.5786
Missouri,US,29.0,1.0,40.12699751,-92.14780832
Missouri,US,2078.0,42.0,37.65896829,-92.5888493
Missouri,US,964.0,27.0,39.06986886,-93.78076396
Missouri,US,1740.0,46.0,37.10626634,-93.83293097
Missouri,US,490.0,3.0,40.09673161,-91.72070156
Missouri,US,3454.0,19.0,39.05345619,-90.95588181
Missouri,US,391.0,11.0,39.87001769,-93.10704106
Missouri,US,696.0,14.0,39.78110272,-93.54645978
Missouri,US,521.0,6.0,39.83049768,-92.56453089
Missouri,US,398.0,2.0,37.47865134,-90.3467143
Missouri,US,251.0,6.0,38.16193985,-91.92249662
Missouri,US,2184.0,22.0,39.80601912,-91.62203062
Missouri,US,1160.0,8.0,36.62869595,-94.34867205
Missouri,US,-161.0,1.0,40.42212303,-93.5682959
Missouri,US,1635.0,39.0,38.21450288,-92.42610898
Missouri,US,1113.0,14.0,36.82516239,-89.29505753
Missouri,US,1373.0,17.0,38.63571781,-92.57976951
Missouri,US,388.0,4.0,39.49593978,-92.00043978
Missouri,US,374.0,9.0,38.94022054,-91.47000721
Missouri,US,1422.0,24.0,38.4181765,-92.88791859
Missouri,US,1524.0,31.0,36.59666326,-89.66070007
Missouri,US,2920.0,39.0,36.90519407,-94.3394104
Missouri,US,2268.0,18.0,40.36079813,-94.88133008
Missouri,US,514.0,2.0,36.68710164,-91.4033755
Missouri,US,556.0,-6.0,38.46036182,-91.8613635
Missouri,US,325.0,3.0,36.64916339,-92.44459066
Missouri,US,1227.0,21.0,36.2130572,-89.78742322
Missouri,US,-3949.0,-86.0,37.70660776,-89.82741088
Missouri,US,4036.0,61.0,38.72798918,-93.28471706
Missouri,US,1381.0,80.0,37.87736118,-91.79351727
Missouri,US,-18390.0,-724.0,39.34310674,-91.16980779
Missouri,US,-4032.0,-188.0,39.38154439,-94.77068479
Missouri,US,1680.0,20.0,37.6162296,-93.39828174
Missouri,US,2250.0,18.0,37.82462075,-92.20783203
Missouri,US,-82.0,-1.0,40.47942497,-93.02042674
Missouri,US,486.0,7.0,39.52817427,-91.51838643
Missouri,US,685.0,3.0,39.44007257,-92.4971374
Missouri,US,1014.0,7.0,39.3537468,-93.98905745
Missouri,US,-1134.0,2.0,37.36085952,-90.97009925
Missouri,US,590.0,8.0,36.65460667,-90.85990261
Missouri,US,1664.0,23.0,39.13734288,-93.20259964
Missouri,US,-40.0,0.0,40.46921489,-92.52311943
Missouri,US,140.0,3.0,40.45214695,-92.14709064
Missouri,US,3104.0,59.0,37.05588075,-89.56474493
Missouri,US,396.0,9.0,37.15772072,-91.40190382
Missouri,US,202.0,4.0,39.79742518,-92.07634971
Missouri,US,27065.0,286.0,38.77875681,-90.66662425
Missouri,US,-211.0,-11.0,38.03699437,-93.77631447
Missouri,US,6524.0,69.0,37.81214171,-90.47598685
Missouri,US,69464.0,1391.0,38.63770039999999,-90.4458375
Missouri,US,17447.0,332.0,38.63555736,-90.24349225
Missouri,US,1412.0,5.0,37.89090059,-90.1949941
Missouri,US,1722.0,28.0,36.85571651,-89.9444155
Missouri,US,1601.0,24.0,36.75000327,-93.45256475
Missouri,US,590.0,8.0,40.2099105,-93.11150106
Missouri,US,3749.0,52.0,36.65465345,-93.04075153
Missouri,US,1292.0,17.0,37.31728859,-91.96564727
Missouri,US,36812.0,0.0,,
Missouri,US,1080.0,19.0,37.8457799,-94.34127305
Missouri,US,1607.0,9.0,38.76529479,-91.16124662
Missouri,US,1169.0,32.0,37.96130078,-90.87948158
Missouri,US,-415.0,3.0,37.11303869,-90.46001416
Missouri,US,2410.0,38.0,37.2813734,-92.876329
Missouri,US,-16.0,0.0,40.47945588,-94.42328751
Missouri,US,1065.0,23.0,37.27029221,-92.46914488
Montana,US,749.0,8.0,45.13434354,-112.8984694
Montana,US,1962.0,56.0,45.42335905,-107.492347
Montana,US,564.0,22.0,48.43175214,-108.9582723
Montana,US,288.0,1.0,46.33277565,-111.4955813
Montana,US,479.0,7.0,45.22850116,-109.0274047
Montana,US,-62.0,2.0,45.5197966,-104.5395536
Montana,US,6628.0,104.0,47.30797024,-111.3467922
Montana,US,282.0,2.0,47.88084126,-110.4353362
Montana,US,894.0,8.0,46.25319932,-105.57375259999998
Montana,US,124.0,5.0,48.78420029,-105.54763429999998
Montana,US,922.0,23.0,47.26584855,-104.89444170000002
Montana,US,845.0,9.0,46.05953325,-113.073353
Montana,US,-168.0,-1.0,46.33478338,-104.4183565
Montana,US,847.0,13.0,47.26331584,-109.2245206
Montana,US,8790.0,56.0,48.29575866,-114.0520569
Montana,US,9313.0,37.0,45.54486106,-111.1692571
Montana,US,-40.0,2.0,47.27545948,-107.0002351
Montana,US,1308.0,23.0,48.70513576,-112.9934235
Montana,US,41.0,0.0,46.3816474,-109.1768522
Montana,US,152.0,2.0,46.40605220000001,-113.4414186
Montana,US,1638.0,34.0,48.62879827,-110.1129252
Montana,US,667.0,2.0,46.14907081,-112.094396
Montana,US,19.0,-2.0,47.04581276,-110.2660688
Montana,US,1428.0,15.0,47.64514965,-114.0898013
Montana,US,4593.0,36.0,47.12610041,-112.394698
Montana,US,64.0,1.0,48.56084317,-111.024307
Montana,US,1084.0,9.0,48.54265777,-115.4046155
Montana,US,394.0,3.0,45.30080065,-111.9173017
Montana,US,105.0,-2.0,47.64469406,-105.7944994
Montana,US,92.0,6.0,46.59907074,-110.8898557
Montana,US,159.0,0.0,47.15283992,-115.0015239
Montana,US,6335.0,48.0,47.03728583,-113.92135079999998
Montana,US,261.0,7.0,46.49684637,-108.39498
Montana,US,876.0,6.0,45.48965095,-110.52643940000002
Montana,US,-36.0,1.0,47.1182463,-108.2508876
Montana,US,423.0,12.0,48.25936577,-107.9128511
Montana,US,382.0,3.0,48.22773388,-112.2252703
Montana,US,-1992.0,-38.0,45.39617714,-105.636738
Montana,US,372.0,-6.0,46.85538891,-112.9359164
Montana,US,99.0,1.0,46.86048047,-105.379384
Montana,US,2155.0,26.0,46.08520862,-114.11891640000002
Montana,US,873.0,11.0,47.78668011,-104.5610786
Montana,US,1390.0,51.0,48.29607488,-105.0079268
Montana,US,1001.0,28.0,46.23397237,-106.72928799999998
Montana,US,412.0,3.0,47.67657534,-115.1329916
Montana,US,347.0,5.0,48.72085833,-104.503829
Montana,US,3029.0,34.0,45.90018933,-112.6620092
Montana,US,-154.0,5.0,45.67071407,-109.3950061
Montana,US,246.0,6.0,45.81367654,-109.9425686
Montana,US,218.0,5.0,47.83741052,-112.2410688
Montana,US,414.0,6.0,48.65577551,-111.6942414
Montana,US,-5.0,1.0,46.20973220000001,-107.2666516
Montana,US,-13.0,0.0,,
Montana,US,622.0,7.0,48.36435097,-106.6669635
Montana,US,112.0,6.0,46.46652491,-109.8464636
Montana,US,55.0,4.0,46.95925154,-104.2510927
Montana,US,13118.0,156.0,45.93955949,-108.2691486
Nebraska,US,2202.0,36.0,40.52449420000001,-98.50117804
Nebraska,US,353.0,0.0,42.17695516,-98.0666283
Nebraska,US,-1995.0,-42.0,41.56896142,-101.6959559
Nebraska,US,-59.0,0.0,41.54634427,-103.7114332
Nebraska,US,-993.0,-11.0,41.91311716,-99.97677845
Nebraska,US,415.0,4.0,41.70759415,-98.06737183
Nebraska,US,720.0,6.0,42.22079243,-103.0878834
Nebraska,US,-756.0,-8.0,42.8997274,-98.76486568
Nebraska,US,-13352.0,-158.0,42.43018907,-99.92904055
Nebraska,US,4315.0,48.0,40.85486962,-99.07500296
Nebraska,US,489.0,8.0,41.85056773,-96.32605633
Nebraska,US,694.0,9.0,41.22703692,-97.13106306
Nebraska,US,1739.0,13.0,40.90899107,-96.13971217
Nebraska,US,520.0,9.0,42.5988851,-97.25311951
Nebraska,US,233.0,-1.0,40.5237198,-101.6978026
Nebraska,US,244.0,4.0,42.54502621,-101.1244332
Nebraska,US,745.0,10.0,41.21999357,-102.9941693
Nebraska,US,525.0,8.0,40.52439441,-98.05126296
Nebraska,US,1442.0,18.0,41.57486951,-97.0868542
Nebraska,US,805.0,9.0,41.91637624,-96.78730772
Nebraska,US,-1222.0,-32.0,41.39374521,-99.72805369
Nebraska,US,3383.0,43.0,42.39040144,-96.56656425
Nebraska,US,537.0,18.0,42.71985036,-103.1313774
Nebraska,US,2468.0,24.0,40.87028216,-99.8201461
Nebraska,US,68.0,0.0,41.11168186,-102.3333331
Nebraska,US,469.0,6.0,42.49188363,-96.86782408
Nebraska,US,3780.0,42.0,41.58071748,-96.65598179
Nebraska,US,53206.0,510.0,41.29518299,-96.15085305
Nebraska,US,83.0,4.0,40.17638677,-101.6876522
Nebraska,US,382.0,7.0,40.52458567,-97.59646937
Nebraska,US,98.0,2.0,40.17636348,-98.95299073
Nebraska,US,103.0,1.0,40.52993007,-100.3924658
Nebraska,US,361.0,4.0,40.17642064,-99.91247454
Nebraska,US,1822.0,13.0,40.26186809,-96.68946704
Nebraska,US,23.0,0.0,41.61703149,-102.3313973
Nebraska,US,-3975.0,-18.0,41.91428955,-98.99111827
Nebraska,US,-114.0,1.0,40.51481965,-99.83020279
Nebraska,US,20.0,3.0,41.91528587,-101.740701
Nebraska,US,176.0,2.0,41.56742671,-98.52150266
Nebraska,US,5191.0,91.0,40.87257079,-98.50218293
Nebraska,US,699.0,15.0,40.87349452,-98.02099117
Nebraska,US,109.0,-1.0,40.17658508,-99.40438879
Nebraska,US,-11.0,0.0,40.52451972,-101.0603568
Nebraska,US,165.0,2.0,40.17609175,-101.0416477
Nebraska,US,589.0,13.0,42.45522056,-98.78402558
Nebraska,US,36.0,1.0,41.91586243,-101.1354293
Nebraska,US,349.0,12.0,41.2200529,-98.5166499
Nebraska,US,544.0,1.0,40.17584531,-97.142601
Nebraska,US,510.0,-2.0,40.39257596,-96.26522753
Nebraska,US,512.0,4.0,40.50663314,-98.94877182
Nebraska,US,523.0,-1.0,41.19930341,-101.6620164
Nebraska,US,-835.0,-3.0,42.87990694,-99.71343729
Nebraska,US,306.0,3.0,41.19774275,-103.7148131
Nebraska,US,654.0,5.0,42.63758421,-97.89178836
Nebraska,US,22406.0,122.0,40.78416049,-96.68777155
Nebraska,US,3003.0,27.0,41.04658298,-100.7475374
Nebraska,US,-566.0,-2.0,41.56650314,-100.4817851
Nebraska,US,-2822.0,-15.0,41.91371961,-99.45440415
Nebraska,US,3529.0,37.0,41.91676024,-97.6005481
Nebraska,US,-342.0,-6.0,41.56797682,-101.0599362
Nebraska,US,414.0,9.0,41.16624273,-98.0374887
Nebraska,US,377.0,11.0,41.71711774,-103.0061405
Nebraska,US,330.0,8.0,41.39750195,-97.99327291
Nebraska,US,474.0,10.0,40.38514847,-95.85433992
Nebraska,US,266.0,1.0,40.17637905,-98.04743961
Nebraska,US,976.0,2.0,40.64843556,-96.13374142
Nebraska,US,154.0,1.0,40.13141096,-96.23705437
Nebraska,US,6.0,7.0,40.85082525,-101.6502942
Nebraska,US,606.0,8.0,40.51156033,-99.41461667
Nebraska,US,514.0,19.0,42.26434853,-97.60122773
Nebraska,US,3337.0,40.0,41.57246836,-97.52144359
Nebraska,US,291.0,9.0,41.18813488,-97.56630712
Nebraska,US,937.0,5.0,40.17556879999999,-100.476998
Nebraska,US,517.0,15.0,40.1247415,-95.71755036
Nebraska,US,-15.0,2.0,42.42252217,-99.44832069
Nebraska,US,1310.0,-5.0,40.52418865,-97.14085859
Nebraska,US,15691.0,77.0,41.11314181,-96.11156432
Nebraska,US,-57932.0,-1124.0,41.2278103,-96.63773905
Nebraska,US,2789.0,49.0,41.85070896,-103.7080986
Nebraska,US,328.0,15.0,40.87241834,-97.139673
Nebraska,US,385.0,10.0,42.50284406,-102.4126613
Nebraska,US,145.0,4.0,41.22045983,-98.97588642
Nebraska,US,-84.0,-4.0,42.48932059,-103.7576544
Nebraska,US,252.0,7.0,41.9169835,-97.19394708
Nebraska,US,376.0,3.0,40.17626377,-97.59504381
Nebraska,US,-286.0,-6.0,41.91358968,-100.5556632
Nebraska,US,694.0,9.0,42.15725356,-96.54157099
Nebraska,US,782.0,-12.0,,
Nebraska,US,228.0,3.0,41.56730777,-98.98197724
Nebraska,US,1620.0,17.0,41.52815707,-96.22019892
Nebraska,US,877.0,6.0,42.20934475,-97.11926964
Nebraska,US,-6986.0,-136.0,40.17642643,-98.50019851
Nebraska,US,3.0,-1.0,41.91482725,-98.52798941
Nebraska,US,1116.0,3.0,40.87272618,-97.59710186
Nevada,US,4840.0,53.0,39.15509045,-119.7480219
Nevada,US,1252.0,36.0,39.58105744,-118.3394607
Nevada,US,170013.0,2379.0,36.21458855,-115.0130241
Nevada,US,1824.0,14.0,38.912862,-119.6171333
Nevada,US,-186.0,-253.0,41.14531606,-115.3577619
Nevada,US,-472.0,-23.0,37.78436681,-117.6319999
