Province_State,Country_Region,Confirmed,Deaths,Latitude,Longitude
District of Columbia,US,26622.0,755.0,38.90417773,-77.01655992
Florida,US,15398.0,119.0,29.67866525,-82.35928158
Florida,US,2012.0,33.0,30.33060121,-82.28467476
Florida,US,11080.0,197.0,30.26548745,-85.62122584
Florida,US,1477.0,17.0,29.95079741,-82.16611613
Florida,US,19930.0,514.0,28.29409504,-80.73091022
Florida,US,135631.0,1808.0,26.15184651,-80.48725556
Florida,US,-1452.0,-57.0,30.40666734,-85.19394153
Florida,US,5572.0,164.0,26.90131002,-81.92949121
Florida,US,-30795.0,-285.0,28.84804315,-82.47614748
Florida,US,10621.0,181.0,29.98319144,-81.85609986
Florida,US,19648.0,230.0,26.11091986,-81.34687065
Florida,US,3622.0,51.0,30.22509788,-82.62160164
Florida,US,2396.0,50.0,27.18677893,-81.80941373
Florida,US,-89.0,1.0,29.60631086,-83.15724673
Florida,US,54783.0,607.0,30.33225875,-81.66976468
Florida,US,3525.0,-53.0,30.67652764,-87.37284571
Florida,US,-2751.0,13.0,29.45933576,-81.31508595
Florida,US,-21.0,-2.0,29.83791238,-84.82731662
Florida,US,3552.0,52.0,30.57796289,-84.61915825
Florida,US,137.0,8.0,29.72856978,-82.79880657
Florida,US,-9721.0,-249.0,26.95635849,-81.18996211
Florida,US,-7249.0,-160.0,29.93543004,-85.24270990000002
Florida,US,-3256.0,-103.0,30.49673973,-82.94998918
Florida,US,-156949.0,-2517.0,27.49293939,-81.80956574
Florida,US,1548.0,33.0,26.55386945,-81.16469006
Florida,US,5608.0,258.0,28.55364461,-82.42700204
Florida,US,776.0,127.0,27.34254618,-81.34071957
Florida,US,75870.0,1056.0,27.9276559,-82.32013172
Florida,US,-34717.0,-353.0,30.86747479,-85.81319222
Florida,US,-4385.0,30.0,27.69308961,-80.60556721
Florida,US,-37738.0,-1010.0,30.7954597,-85.21500423
Florida,US,-7141.0,-164.0,30.43669112,-83.89442308
Florida,US,-18604.0,-641.0,29.98484137,-83.18166636
Florida,US,-1600.0,-152.0,28.76202069,-81.7125123
Florida,US,38845.0,634.0,26.58410348,-81.88399313
Florida,US,14860.0,118.0,30.45955727,-84.27491114
Florida,US,-5388.0,-185.0,29.31829741,-82.74007147
Florida,US,-7423.0,-159.0,30.23766008,-84.8829258
Florida,US,-2849.0,-26.0,30.44396917,-83.47398594
Florida,US,15212.0,197.0,27.47196942,-82.31831044
Florida,US,15918.0,410.0,29.21227113,-82.05803627
Florida,US,5384.0,150.0,27.0772071,-80.43109784
Florida,US,297665.0,4179.0,25.6112362,-80.55170587
Florida,US,3199.0,35.0,25.20904673,-81.07812416
Florida,US,4172.0,61.0,30.61037141,-81.80297522
Florida,US,3440.0,41.0,30.69143028,-86.59267105
Florida,US,1534.0,44.0,27.386336199999995,-80.88944347
Florida,US,74796.0,729.0,28.51367621,-81.31799498
Florida,US,24335.0,272.0,28.06312234,-81.14882926
Florida,US,81998.0,1872.0,26.64676272,-80.46536002
Florida,US,21524.0,373.0,28.30810945,-82.40227529
Florida,US,44452.0,1040.0,27.93130349,-82.72239666
Florida,US,37332.0,787.0,27.95027105,-81.69732947
Florida,US,2285.0,20.0,29.60779729,-81.74230285
Florida,US,10795.0,122.0,30.693414500000006,-87.02458128
Florida,US,16835.0,471.0,27.18546175,-82.33174248
Florida,US,15633.0,242.0,28.7158582,-81.24060348
Florida,US,12440.0,99.0,29.90096506,-81.43589967
Florida,US,13896.0,399.0,27.37763908,-80.47106649
Florida,US,-345.0,-7.0,28.70181754,-82.0794267
Florida,US,3663.0,80.0,30.19746066,-82.99099670000003
Florida,US,1657.0,17.0,30.04848048,-83.60445406
Florida,US,2532.0,-22.0,,
Florida,US,573.0,56.0,30.04412971,-82.37497443
Florida,US,20242.0,428.0,29.05858895,-81.18263252
Florida,US,1448.0,17.0,30.16548905,-84.39895211
Florida,US,4322.0,8.0,30.64204028,-86.16935664
Florida,US,1746.0,23.0,30.61359259,-85.66002461
Georgia,US,644.0,37.0,31.74847232,-82.28909114
Georgia,US,412.0,-5.0,31.29633502,-82.87545866
Georgia,US,-1332.0,-37.0,31.55456473,-82.45936528
Georgia,US,-713.0,-11.0,31.32669878,-84.44218806
Georgia,US,2630.0,69.0,33.06882326,-83.24701748
Georgia,US,-5900.0,-104.0,34.35607081,-83.49644388
Georgia,US,4103.0,65.0,33.99148694,-83.71436292
Georgia,US,7344.0,124.0,34.23732119,-84.83887523
Georgia,US,-3420.0,-35.0,31.76095874,-83.22145359
Georgia,US,-1941.0,1.0,31.27590016,-83.22529920000002
Georgia,US,9990.0,259.0,32.80904227,-83.70489165
Georgia,US,-5535.0,-107.0,32.43829035,-83.33035166
Georgia,US,745.0,16.0,31.19576557,-81.97743999
Georgia,US,-16106.0,-364.0,30.83922642,-83.58303423
Georgia,US,155.0,-16.0,32.00979311,-81.44002948
Georgia,US,2632.0,31.0,32.39577406,-81.74811421
Georgia,US,-1612.0,-25.0,33.05917989,-81.99928721
Georgia,US,1192.0,37.0,33.283094500000004,-83.95435040000002
Georgia,US,-1904.0,-15.0,31.53169785,-84.62725131
Georgia,US,2328.0,19.0,30.92951916,-81.66601818
Georgia,US,209.0,21.0,32.40209349,-82.07702563
Georgia,US,7410.0,122.0,33.58138199,-85.07976677
Georgia,US,2728.0,32.0,34.89872298,-85.13757014
Georgia,US,-15624.0,-285.0,30.78371028,-82.13951596
Georgia,US,12613.0,218.0,32.00043026,-81.12489526
Georgia,US,1878.0,-4.0,32.34341231,-84.78809239
Georgia,US,1524.0,33.0,34.47197698,-85.34535662
Georgia,US,13425.0,-48.0,34.24393976,-84.47431861
Georgia,US,6904.0,-1.0,33.95436462,-83.37124007
Georgia,US,-241.0,-29.0,31.62221166,-84.97713865
Georgia,US,14161.0,231.0,33.54187245,-84.35594188
Georgia,US,-431.0,-3.0,30.91395822,-82.70432472
Georgia,US,43715.0,574.0,33.94243204,-84.5761255
Georgia,US,3304.0,71.0,31.54892966,-82.85492059999999
Georgia,US,2763.0,48.0,31.18810588,-83.7677946
Georgia,US,9562.0,92.0,33.54534185,-82.263524
Georgia,US,-324.0,-13.0,31.16068491,-83.42947229
Georgia,US,5966.0,52.0,33.35334302,-84.76129976
Georgia,US,-2731.0,-25.0,32.71391813,-83.98061238
Georgia,US,817.0,28.0,31.92289565,-83.76811843
Georgia,US,-24258.0,-517.0,34.854916700000004,-85.50490424
Georgia,US,1034.0,8.0,34.44244079,-84.16964071
Georgia,US,38101.0,529.0,33.76944049,-84.22396017
Georgia,US,-1050.0,-20.0,30.87967778,-84.57619536
Georgia,US,-111.0,32.0,32.17265114,-83.16948926
Georgia,US,2.0,13.0,32.15630737,-83.79746561
Georgia,US,4299.0,196.0,31.53328528,-84.21722377
Georgia,US,-16228.0,-232.0,33.70291126,-84.77026156
Georgia,US,-553.0,-21.0,31.32155345,-84.90255207
Georgia,US,-7427.0,-125.0,30.71101099,-82.89687287
Georgia,US,2321.0,-4.0,32.36616021,-81.34280942
Georgia,US,1295.0,25.0,34.11302332,-82.83936148
Georgia,US,1115.0,32.0,32.59221302,-82.30239915
Georgia,US,242.0,2.0,32.15328841,-81.8870105
Georgia,US,1189.0,38.0,34.86430205,-84.316964
Georgia,US,383.0,-3.0,33.41357794,-84.49089434
Georgia,US,5046.0,59.0,34.26268279,-85.21577392
Georgia,US,10561.0,77.0,34.22604035,-84.12315129999998
Georgia,US,284.0,0.0,34.37525597,-83.23159927
Georgia,US,56586.0,786.0,33.79216944,-84.46319413
Georgia,US,1177.0,27.0,34.69316688,-84.45802506
Georgia,US,-493.0,-14.0,33.22879932,-82.61297636
Georgia,US,4929.0,110.0,31.23279254,-81.53811412
Georgia,US,4536.0,53.0,34.50487351,-84.87296253
Georgia,US,856.0,26.0,30.87454847,-84.23418364
Georgia,US,801.0,12.0,33.5769205,-83.17139104
Georgia,US,57227.0,596.0,33.96044201,-84.02137802
Georgia,US,2306.0,43.0,34.63331566,-83.53094677
Georgia,US,17679.0,208.0,34.32207823,-83.81896936
Georgia,US,-261.0,29.0,33.2721566,-82.99766919
Georgia,US,1673.0,31.0,33.79602175,-85.21005667
Georgia,US,1265.0,26.0,32.73709786,-84.90538572
Georgia,US,-1973.0,-33.0,34.34626973,-82.96567682
Georgia,US,-137.0,-1.0,33.29686567,-85.12886832
Georgia,US,13228.0,148.0,33.4533428,-84.14814659999998
Georgia,US,7482.0,122.0,32.45802497,-83.66879087
Georgia,US,479.0,11.0,31.60213036,-83.27501387
Georgia,US,5103.0,60.0,34.13794553,-83.56814788
Georgia,US,582.0,4.0,33.31535543,-83.68844964
Georgia,US,748.0,26.0,31.80405727,-82.63724870000001
Georgia,US,1085.0,40.0,33.05867328,-82.41609057
Georgia,US,-156.0,-11.0,32.79248718,-81.96040187
Georgia,US,132.0,-9.0,32.70211082,-82.66166794
Georgia,US,938.0,21.0,33.02512137,-83.56019163
Georgia,US,749.0,30.0,33.07841647,-84.14263877
Georgia,US,-186.0,7.0,31.038285700000007,-83.06472457
Georgia,US,-1711.0,-14.0,32.46325233,-82.92221316
Georgia,US,-786.0,-29.0,31.779330600000005,-84.14324253
Georgia,US,1373.0,11.0,31.82588896,-81.49251135
Georgia,US,155.0,0.0,33.79201475,-82.45024131
Georgia,US,-15655.0,-124.0,31.75218791,-81.74952375
Georgia,US,6386.0,102.0,30.83568832,-83.27056716
Georgia,US,1365.0,6.0,34.57286511,-84.00425681
Georgia,US,-61.0,10.0,32.35207048,-84.04234127
Georgia,US,1334.0,10.0,34.12920917,-83.21218732
Georgia,US,32.0,2.0,32.3483402,-84.52733571
Georgia,US,135.0,11.0,33.47851918,-82.48252774
Georgia,US,282.0,3.0,31.49683595,-81.40163426
Georgia,US,485.0,0.0,33.04163534,-84.68859732
Georgia,US,519.0,2.0,31.16568912,-84.73151117
Georgia,US,1085.0,46.0,31.22483255,-84.19381821
Georgia,US,1286.0,37.0,33.014289,-83.92097166
Georgia,US,-5446.0,-121.0,32.17201038,-82.53527476
Georgia,US,-520.0,-23.0,33.59232073,-83.49129491
Georgia,US,2886.0,40.0,34.78897608,-84.74993177
Georgia,US,9452.0,200.0,32.50931999,-84.87142262
Georgia,US,5591.0,119.0,33.55514538,-83.84547140000002
Georgia,US,1130.0,-9.0,33.83749973,-83.43679568
Georgia,US,23.0,-13.0,33.878629600000004,-83.08278123
Georgia,US,24218.0,335.0,,
Georgia,US,7674.0,51.0,33.91969522,-84.86848792
Georgia,US,1373.0,28.0,32.56934316,-83.82937
Georgia,US,1816.0,20.0,34.46589159,-84.46406611
Georgia,US,979.0,26.0,31.35928155,-82.21598442
Georgia,US,1152.0,14.0,33.09310242,-84.38790389
Georgia,US,3086.0,33.0,34.00267074,-85.18677781
Georgia,US,269.0,-1.0,32.23334561,-83.47549959999998
Georgia,US,-47.0,-18.0,33.32056115,-83.37552891
Georgia,US,-1411.0,-48.0,31.86728114,-85.01773177
Georgia,US,51.0,-2.0,34.88389445,-83.40304637
Georgia,US,211.0,25.0,31.76622818,-84.75732369
Georgia,US,14511.0,248.0,33.35777107,-82.07026432
Georgia,US,1397.0,-4.0,33.65145002,-84.02202167
Georgia,US,-46.0,-19.0,32.2654021,-84.31258912
Georgia,US,422.0,8.0,32.74976524,-81.60779441
Georgia,US,-1800.0,8.0,30.93464824,-84.86823924
Georgia,US,3208.0,87.0,33.26310031,-84.28013991
Georgia,US,1568.0,-7.0,34.55151201,-83.29405315
Georgia,US,-364.0,-5.0,32.07996777,-84.83208037
Georgia,US,212.0,26.0,32.03650571,-84.19821492
Georgia,US,-1055.0,-36.0,32.69642758,-84.53351366
Georgia,US,-65.0,-5.0,33.56543317,-82.88136816
Georgia,US,870.0,32.0,32.04785085,-82.05539188
Georgia,US,-434.0,-11.0,32.55792548,-84.25077141
Georgia,US,755.0,37.0,31.92829517,-82.93491155
Georgia,US,421.0,29.0,31.77527543,-84.44069698
Georgia,US,2268.0,72.0,30.86392347,-83.91847289
Georgia,US,-436.0,28.0,31.45743864,-83.5236119
Georgia,US,2097.0,50.0,32.12059861,-82.32957247
Georgia,US,574.0,34.0,34.91369188,-83.74107459999998
Georgia,US,211.0,-2.0,32.40422134,-82.56904553
Georgia,US,4502.0,99.0,33.03349196,-85.02812115
Georgia,US,554.0,22.0,31.71612656,-83.62069378
Georgia,US,-1037.0,6.0,32.67435595,-83.43078662
Georgia,US,3229.0,3.0,,
Georgia,US,-6418.0,-20.0,34.82995757,-83.98967069
Georgia,US,2132.0,82.0,32.87920671,-84.30024826
Georgia,US,3753.0,51.0,34.73376362,-85.30165174
Georgia,US,5544.0,90.0,33.78017694,-83.73552314
Georgia,US,3273.0,83.0,31.05449097,-82.42224148
Georgia,US,-10982.0,-118.0,33.41146451,-82.67795848
Georgia,US,1362.0,46.0,32.96711864,-82.79357039
Georgia,US,1483.0,47.0,31.5521809,-81.91894878
Georgia,US,57.0,2.0,32.04066113,-84.54742852
Georgia,US,366.0,18.0,32.12009104,-82.72574721
Georgia,US,1669.0,32.0,34.64624278,-83.74905525
Georgia,US,11168.0,120.0,34.80987459,-84.96093476
Georgia,US,525.0,34.0,31.97496928,-83.43438555
Georgia,US,420.0,10.0,33.78290391,-82.74286107
Georgia,US,-1194.0,7.0,32.80291082,-83.17140684
Georgia,US,1086.0,39.0,31.55162306,-83.85090513
Grand Princess,US,91.0,3.0,,
Guam,US,7304.0,121.0,13.4443,144.7937
Hawaii,US,-5353.0,-35.0,19.60121157,-155.5210167
Hawaii,US,17994.0,223.0,21.45803166,-157.97121819999995
Hawaii,US,-438.0,-3.0,22.03935037,-159.5966786
Hawaii,US,1350.0,17.0,20.86399628,-156.56890969999995
Hawaii,US,527.0,2.0,,
Hawaii,US,-37.0,0.0,,
Idaho,US,37974.0,352.0,43.4526575,-116.24155159999998
Idaho,US,203.0,3.0,44.89333571,-116.4545247
Idaho,US,6325.0,61.0,42.67002716,-112.2233311
Idaho,US,62.0,0.0,42.28269683,-111.32892379999998
Idaho,US,201.0,3.0,47.21754179,-116.6586851
Idaho,US,3606.0,46.0,43.21672879999999,-112.3978437
Idaho,US,1200.0,12.0,43.4085812,-113.9752658
Idaho,US,-363.0,-4.0,43.98829931,-115.7309284
Idaho,US,-240.0,-17.0,48.29996017,-116.6017932
Idaho,US,10138.0,117.0,43.38713372,-111.6161537
Idaho,US,498.0,7.0,48.76684761,-116.4630179
Idaho,US,162.0,0.0,43.72592209,-113.1735463
Idaho,US,-11.0,0.0,43.46665742,-114.8065892
Idaho,US,20345.0,219.0,43.61970148,-116.7095499
Idaho,US,-22.0,8.0,42.77149116,-111.5597683
Idaho,US,2236.0,1.0,42.28347888,-113.6012409
Idaho,US,32.0,0.0,44.28496071,-112.3505704
Idaho,US,523.0,1.0,46.67459924,-115.6622393
Idaho,US,-487.0,-2.0,44.24186819,-114.2855494
Idaho,US,1228.0,9.0,43.3507101,-115.4701578
Idaho,US,719.0,-7.0,42.18332217,-111.8149666
Idaho,US,745.0,14.0,44.22800938,-111.4809943
Idaho,US,-273.0,-13.0,44.06482372,-116.398376
Idaho,US,1144.0,18.0,42.96927962,-114.8108306
Idaho,US,940.0,14.0,45.84721541,-115.4634436
Idaho,US,1783.0,11.0,43.82078483,-112.3131749
Idaho,US,1431.0,8.0,42.68891267,-114.2655033
Idaho,US,12568.0,116.0,47.67282258,-116.7020872
Idaho,US,2000.0,3.0,46.81587887,-116.7113698
Idaho,US,-411.0,-14.0,44.9438088,-113.9309747
Idaho,US,322.0,5.0,46.23315327,-116.434146
Idaho,US,56.0,0.0,43.0012336,-114.1358773
Idaho,US,5222.0,18.0,43.78141028,-111.65384740000002
Idaho,US,1927.0,19.0,42.85518524,-113.6357257
Idaho,US,2728.0,33.0,46.32638236,-116.7500975
Idaho,US,-2248.0,-18.0,42.19494279999999,-112.5407838
Idaho,US,642.0,15.0,42.58016894,-116.1693871
Idaho,US,1946.0,22.0,44.00545243,-116.7647695
Idaho,US,462.0,4.0,42.69254894,-112.83957420000002
Idaho,US,100.0,9.0,47.35364087,-115.8916749
Idaho,US,-263.0,-20.0,43.75303583,-111.2056773
Idaho,US,-119046.0,-4952.0,42.35440512,-114.6685381
Idaho,US,-79.0,0.0,,
Idaho,US,342.0,0.0,44.76728382,-115.5676773
Idaho,US,950.0,13.0,44.45275475,-116.7847688
Illinois,US,5350.0,37.0,39.98815591,-91.18786813
Illinois,US,118.0,2.0,37.18049267,-89.32910838
Illinois,US,-13125.0,-519.0,38.88829622,-89.43534887
Illinois,US,4986.0,61.0,42.32359279,-88.82345779
Illinois,US,409.0,5.0,39.96209138,-90.75068024
Illinois,US,2264.0,65.0,41.40385234,-89.5283051
Illinois,US,209.0,-2.0,39.16840183,-90.66330078
Illinois,US,1262.0,29.0,42.06823429,-89.93395545
Illinois,US,1241.0,18.0,39.96991073,-90.24734436
Illinois,US,13743.0,84.0,40.13919438,-88.20046615
Illinois,US,2537.0,47.0,39.54581621,-89.27780482
Illinois,US,1097.0,23.0,39.33425789,-87.78705622
Illinois,US,715.0,27.0,38.75388572,-88.48914513
Illinois,US,4440.0,75.0,38.60704876,-89.42385254
Illinois,US,4154.0,68.0,39.51949084,-88.22358557
Illinois,US,393633.0,7860.0,41.84144849,-87.81658794
Illinois,US,1533.0,20.0,39.0032229,-87.75954624
Illinois,US,469.0,13.0,39.27432424,-88.2401158
Illinois,US,609.0,-1.0,40.17514519,-88.90959682
Illinois,US,5692.0,56.0,41.89373302,-88.76958483
Illinois,US,1722.0,15.0,39.76768052,-88.21854195
Illinois,US,61343.0,924.0,41.85116968,-88.08642662
Illinois,US,1066.0,21.0,39.6809186,-87.74759563
Illinois,US,220.0,3.0,38.41353228,-88.05720863
Illinois,US,3743.0,52.0,39.05935711,-88.58969584
Illinois,US,-8621.0,-267.0,39.00072038,-89.02452658
Illinois,US,-1029.0,-34.0,40.59706922,-88.22350769
Illinois,US,1702.0,25.0,37.99189086,-88.92567818
Illinois,US,1883.0,25.0,40.47289135,-90.20862357
Illinois,US,-943.0,-45.0,37.76430935,-88.22953869
Illinois,US,-13524.0,-437.0,39.35907414,-90.388865
Illinois,US,3723.0,44.0,41.28569601,-88.41905692
Illinois,US,358.0,9.0,38.08163641,-88.53883373
Illinois,US,1117.0,16.0,40.40423981,-91.16313899
Illinois,US,-48.0,6.0,37.51810645,-88.26873022
Illinois,US,-591.0,-23.0,40.81908672,-90.92491462
Illinois,US,3340.0,35.0,41.3533994,-90.13296166
Illinois,US,-1779.0,-51.0,40.74717633,-87.82466784
Illinois,US,3372.0,51.0,37.78595185,-89.38232563
Illinois,US,841.0,13.0,39.01054275,-88.15437049
Illinois,US,2839.0,80.0,38.29980057,-88.9240025
Illinois,US,1907.0,29.0,39.08869046,-90.35393073
Illinois,US,1173.0,6.0,42.36542373,-90.21094405
Illinois,US,-2899.0,-106.0,37.45939802,-88.88165419
Illinois,US,39642.0,548.0,41.93842729,-88.42861412
Illinois,US,10608.0,152.0,41.13746989,-87.86205334
Illinois,US,8346.0,63.0,41.59081014,-88.42869583
Illinois,US,3598.0,90.0,40.93148779,-90.21330340000002
Illinois,US,8112.0,178.0,41.34426129999999,-88.88633881
Illinois,US,47805.0,743.0,42.3224907,-88.00367925
Illinois,US,1823.0,18.0,38.71987914,-87.72884035
Illinois,US,2224.0,25.0,41.74583951,-89.29977132
Illinois,US,3138.0,51.0,40.89188292,-88.55784752
Illinois,US,291.0,-1.0,40.12581572,-89.36638784
Illinois,US,7665.0,154.0,39.86064913,-88.96342505
Illinois,US,3193.0,60.0,39.26119767,-89.92424028
Illinois,US,20981.0,341.0,38.83042506,-89.90422563
Illinois,US,3529.0,96.0,38.64963204,-88.91899208
Illinois,US,453.0,7.0,41.0327901,-89.34510444
Illinois,US,1006.0,37.0,40.23917274,-89.91824452
Illinois,US,145.0,19.0,37.22078441,-88.71036614
Illinois,US,1913.0,32.0,40.45674722,-90.67775541
Illinois,US,16900.0,147.0,42.32451172,-88.45248227
Illinois,US,11457.0,94.0,40.48996987,-88.84621113
Illinois,US,-1075.0,-33.0,40.02742725,-89.80246001
Illinois,US,1046.0,24.0,41.20596782,-90.74290052
Illinois,US,3089.0,59.0,38.27594376,-90.17761038
Illinois,US,1956.0,19.0,39.23198845,-89.47809254
Illinois,US,-2340.0,-105.0,39.71654544,-90.20255104
Illinois,US,1236.0,19.0,39.64187451,-88.62099969
Illinois,US,3721.0,53.0,42.04165196,-89.32184679
Illinois,US,-1090.0,-10.0,,
Illinois,US,11393.0,-16.0,40.78702156,-89.76078901
Illinois,US,1753.0,20.0,38.08510853,-89.36856219
Illinois,US,702.0,3.0,40.01360584,-88.59319339
Illinois,US,1287.0,37.0,39.62265059,-90.8877017
Illinois,US,-62.0,0.0,37.41391284,-88.56152109
Illinois,US,445.0,2.0,37.22631423,-89.13085001
Illinois,US,207.0,-2.0,41.2013541,-89.2869272
Illinois,US,3199.0,43.0,38.05095369,-89.82512254
Illinois,US,798.0,12.0,38.71240969,-88.08475366
Illinois,US,-605.0,-137.0,41.46613806,-90.57042164
Illinois,US,837.0,18.0,37.75332999,-88.54119706
Illinois,US,8941.0,29.0,39.75836914,-89.65872023
Illinois,US,262.0,0.0,40.1571798,-90.61114163
Illinois,US,137.0,-1.0,39.6429169,-90.47814431
Illinois,US,-3216.0,-148.0,39.39133527,-88.80611122
Illinois,US,17980.0,268.0,38.46996033,-89.93063427
Illinois,US,368.0,19.0,41.09309773,-89.79745866
Illinois,US,3168.0,44.0,42.35129217,-89.662598
Illinois,US,9584.0,121.0,40.50716185,-89.51404662
Illinois,US,55.0,1486.0,,
Illinois,US,1440.0,16.0,37.47119609,-89.25548938
Illinois,US,4557.0,65.0,40.18417171,-87.73384359
Illinois,US,-721.0,-41.0,38.44272901,-87.84922065
Illinois,US,1263.0,29.0,40.84925021,-90.6147432
Illinois,US,672.0,9.0,38.35309213,-89.40982703
Illinois,US,1272.0,40.0,38.42955355,-88.42586459
Illinois,US,622.0,-4.0,38.08706198,-88.17657461
Illinois,US,4483.0,114.0,41.75509713,-89.91556058
Illinois,US,51718.0,695.0,41.44619267,-87.97862712
Illinois,US,4912.0,63.0,37.73033511,-88.92994027
Illinois,US,22789.0,287.0,42.33641854,-89.16085327
Illinois,US,1938.0,30.0,40.78579374,-89.20973757
Indiana,US,-2996.0,-60.0,40.7457653,-84.93671406
Indiana,US,27681.0,496.0,41.09194313,-85.06800636
Indiana,US,4383.0,44.0,39.20744865,-85.89558181
Indiana,US,649.0,8.0,40.60626947,-87.31093999
Indiana,US,615.0,0.0,40.47388153,-85.32499702
Indiana,US,4246.0,68.0,40.0509304,-86.46841646
Indiana,US,421.0,6.0,39.19605589,-86.22868909
Indiana,US,661.0,-18.0,40.580783200000006,-86.56198812
Indiana,US,3827.0,29.0,40.76135835,-86.34830753
Indiana,US,4425.0,13.0,38.48015445,-85.70510334
Indiana,US,1057.0,-4.0,39.39561833,-87.11723506
Indiana,US,2719.0,10.0,40.30319754,-86.47277257
Indiana,US,-1747.0,-105.0,38.28814402,-86.44518825
Indiana,US,1656.0,50.0,38.70186039,-87.07185406
Indiana,US,1891.0,2.0,41.39804622,-84.99906934
Indiana,US,3667.0,44.0,39.14647946,-84.97333539
Indiana,US,1406.0,66.0,39.30712658,-85.50087166
Indiana,US,7331.0,142.0,40.22787247,-85.39732772
Indiana,US,4483.0,58.0,38.36597551,-86.87924170000002
Indiana,US,22436.0,349.0,41.59761169,-85.85875695
Indiana,US,1922.0,33.0,39.63684962,-85.17797541
Indiana,US,3065.0,-11.0,38.32117957,-85.90385377
Indiana,US,1171.0,26.0,40.12361933,-87.24217689
Indiana,US,178.0,12.0,39.4142482,-85.06062647
Indiana,US,785.0,22.0,41.0469907,-86.26252745
Indiana,US,1824.0,39.0,38.30393723,-87.58054938
Indiana,US,-4189.0,-201.0,40.51587228,-85.65468702
Indiana,US,1466.0,31.0,39.03630547,-86.96223202
Indiana,US,22589.0,236.0,40.07306535,-86.05244729
Indiana,US,-13423.0,-697.0,39.82304555,-85.77566351
Indiana,US,1738.0,14.0,38.19467379,-86.10948271
Indiana,US,11346.0,221.0,39.76719009,-86.51037283
Indiana,US,3924.0,61.0,39.93029017,-85.39625719
Indiana,US,5473.0,99.0,40.48527731,-86.11351892
Indiana,US,2016.0,25.0,40.82907273,-85.48822092
Indiana,US,3159.0,18.0,38.90915820000001,-86.03851889
Indiana,US,2325.0,22.0,41.02078733,-87.11553319
Indiana,US,691.0,-9.0,40.43781032,-85.00576229
Indiana,US,2086.0,38.0,38.78576239,-85.43633383
Indiana,US,1454.0,12.0,38.99588883,-85.62710784
Indiana,US,11952.0,260.0,39.48994426,-86.10149107
Indiana,US,2832.0,68.0,38.68861576,-87.4194665
Indiana,US,6618.0,67.0,41.24521668,-85.86312322
Indiana,US,1938.0,60.0,41.64232188,-85.42674232
Indiana,US,5820.0,105.0,41.54366008,-86.74072188
Indiana,US,39614.0,693.0,41.41874274,-87.38277575
Indiana,US,3197.0,79.0,38.84112637,-86.48361629
Indiana,US,8533.0,208.0,40.16143691,-85.71964711
Indiana,US,70436.0,1279.0,39.78163624,-86.13826325
Indiana,US,4222.0,79.0,41.32467367,-86.26185087
Indiana,US,457.0,8.0,38.7099921,-86.80373186
Indiana,US,2407.0,29.0,40.76940965,-86.04525048
Indiana,US,7380.0,87.0,39.16130004,-86.52414358
Indiana,US,2681.0,61.0,40.04034823,-86.89335024
Indiana,US,-923.0,-18.0,39.47899078,-86.44573375
Indiana,US,617.0,16.0,40.95610449,-87.39635768
Indiana,US,3759.0,58.0,41.39672484,-85.41966713
Indiana,US,105.0,2.0,38.955305,-84.96515993
Indiana,US,1160.0,33.0,38.54118920000001,-86.49523093
Indiana,US,-266.0,23.0,39.31145587,-86.83900724
Indiana,US,976.0,-11.0,39.77202286,-87.20375833
Indiana,US,1194.0,-2.0,38.07809328,-86.63741946
Indiana,US,868.0,28.0,38.40112197,-87.23574907
Indiana,US,10192.0,181.0,41.45986947,-87.06848888
Indiana,US,1811.0,27.0,38.02097333,-87.86480429
Indiana,US,-489.0,13.0,41.04166107,-86.69890683
Indiana,US,2245.0,32.0,39.66437981,-86.84517605
Indiana,US,1803.0,50.0,40.15734772,-85.01139319
Indiana,US,1699.0,11.0,39.10235626,-85.26212744
Indiana,US,963.0,14.0,39.62002287,-85.4655599
Indiana,US,1352.0,27.0,38.68672078,-85.74627859
Indiana,US,3192.0,72.0,39.52305623,-85.79158570000001
Indiana,US,1062.0,2.0,38.01519732,-87.0079644
Indiana,US,24016.0,412.0,41.61756781,-86.29040834
Indiana,US,1505.0,45.0,41.27890281,-86.64686895
Indiana,US,2617.0,26.0,41.64423868,-85.00101094
Indiana,US,1467.0,23.0,39.08952258,-87.41414469
Indiana,US,411.0,3.0,38.82767338,-85.03022429
Indiana,US,14977.0,90.0,40.38872739,-86.89413959
Indiana,US,867.0,35.0,40.31123252,-86.05234925
Indiana,US,-3830.0,196.0,,
Indiana,US,156.0,0.0,39.62550777,-84.92497066
Indiana,US,15208.0,262.0,38.02658833,-87.58763124
Indiana,US,1050.0,30.0,39.8523352,-87.46160542
Indiana,US,7466.0,163.0,39.42944561,-87.39169027
Indiana,US,2396.0,56.0,40.84704239,-85.79328272
Indiana,US,405.0,8.0,40.34728141,-87.35602659
Indiana,US,4836.0,103.0,38.08922676,-87.2716085
Indiana,US,1320.0,14.0,38.60219804,-86.1049363
Indiana,US,5067.0,147.0,39.8633444,-85.01044989
Indiana,US,1081.0,31.0,40.72934187,-85.22132966
Indiana,US,2181.0,33.0,40.74911165,-86.86492015
Indiana,US,2362.0,28.0,41.13863784,-85.50791236
Iowa,US,366.0,14.0,41.33075609,-94.47105874
Iowa,US,30.0,-1.0,41.02903567,-94.69932645
